Sample,midx,midy,midz,East,North,elevation,Chalcocite-Digenite,Covellite,Chalcopyrite,Bornite,Pyrite,Enargite,Sphalerite,Quartz,K-Feldspar,Albite,Muscovite/Sericite,Clays,Biotite,Chlorite,Calcite,Gypsum/Anhydrite,SG,lithology,minzone,alteration,Ai
S-476,3983.72,3927.86,4472.93,3983.72,3927.86,4472.93,0.28,0.01,1.13,0.11,1.42,0,0.01,33.21,5.31,27.72,18.78,0.46,1.75,2.01,0.01,0.02,2.54,porphyry,SSF,POT,0.18
S-477,3587.82,3681.69,4288.77,3587.82,3681.69,4288.77,0.23,0.02,1.44,0.27,0.16,0,0.01,28.96,15.55,23.78,5.95,1.11,4.67,0.52,0,0.01,2.54,porphyry,SSF,POT,0.23
S-478,3893.53,3812.33,4274.41,3893.53,3812.33,4274.41,0.37,0.04,1.47,0.15,0.95,0,0.01,30.07,7.37,31.51,15.09,0.22,4.62,1.1,0,0.06,2.54,porphyry,SSF,POT,0.2
S-479,3680.67,3634.35,4294.4,3680.67,3634.35,4294.4,0.18,0.02,1.21,0.11,1.14,0,0.01,26.09,8.86,23.59,12.21,0.36,5.36,1.85,0,0.02,2.57,porphyry,SSF,POT,0.22
S-480,1784.02,4017.26,4284.31,1784.02,4017.26,4284.31,0.94,0.03,0.47,0.04,0.81,0,0.01,28.61,7.55,27.66,15.21,1.3,5.1,1.66,0.01,0.02,2.56,porphyry,SSF,POT,0.2
S-481,3600.63,3765.29,4317.87,3600.63,3765.29,4317.87,0.41,0.06,1.31,0.11,0.55,0,0.01,30.54,14.9,27.93,8.55,1.28,2.86,1.46,0,0.02,2.55,porphyry,SSF,POT,0.24
S-482,3548.92,3622.12,4330.56,3548.92,3622.12,4330.56,0.6,0.09,1.74,0.22,0.26,0,0.01,33.7,14.14,25.66,9.89,1.09,3.11,1.19,0,0.14,2.55,porphyry,SSF,POT,0.23
S-483,3836.47,3699.74,4273.16,3836.47,3699.74,4273.16,0.2,0.03,1.68,0.13,0.77,0,0.01,31.24,8.43,23.39,15.32,0.71,4.49,0.98,0.01,0.52,2.53,porphyry,SSF,POT,0.23
S-484,3836.73,3692.59,4243,3836.73,3692.59,4243,0.1,0.01,1.94,0.21,0.62,0,0.01,27.17,7.12,22.75,11.08,0.73,7.76,1.33,0.01,0.91,2.52,porphyry,SSF,POT,0.23
S-485,3750.68,3667.94,4292.96,3750.68,3667.94,4292.96,0.71,0.03,1.4,0.15,0.65,0,0.01,38.12,8.43,22.61,15.57,0.68,3.59,1.47,0,0.07,2.55,porphyry,SSF,POT,0.22
S-486,3933.8,3966.56,4281.42,3933.8,3966.56,4281.42,0.38,0.04,0.59,0.07,1.1,0,0.01,33.15,5.99,22.26,17.72,0.38,2.09,1.47,0.02,0.1,2.58,porphyry,SSF,POT,0.23
S-487,3933.81,3969.08,4271.74,3933.81,3969.08,4271.74,0.33,0.03,0.77,0.09,1.29,0,0.01,36.08,6.04,20.6,19.65,0.6,1.9,2.16,0,0.06,2.57,porphyry,SSF,POT,0.23
S-488,3933.81,3969.08,4271.74,3933.81,3969.08,4271.74,0.33,0.03,0.77,0.09,1.29,0,0.01,36.08,6.04,20.6,19.65,0.6,1.9,2.16,0,0.06,2.57,porphyry,SSF,POT,0.23
S-489,2073.11,4260.89,4290.38,2073.11,4260.89,4290.38,0.47,0.02,0.75,0.11,0.56,0,0.01,28.38,11.52,24.12,6.13,0.76,7.11,1.15,0.02,0.09,2.57,porphyry,SSF,POT,0.23
S-490,1838.78,4224.16,4303.09,1838.78,4224.16,4303.09,0.46,0.01,0.71,0.07,0.17,0,0.01,20.44,8.09,37.55,7.09,1,6.62,1.05,0.02,0.13,2.53,porphyry,SSF,POT,0.24
S-491,1978.89,4247.8,4309.88,1978.89,4247.8,4309.88,0.43,0.01,0.58,0.12,0.51,0,0.01,29.49,8.93,24.63,9.81,0.7,6.38,1.13,0.02,0.25,2.54,porphyry,SSF,POT,0.19
S-492,1730.7,4329.87,4312.22,1730.7,4329.87,4312.22,0.59,0,0.72,0.05,0.04,0,0.01,27.68,11.6,24.76,6.58,0.63,4.3,1.36,0,0.01,2.54,porphyry,SSF,POT,0.25
S-493,3464.59,3725.66,4234.47,3464.59,3725.66,4234.47,0.31,0.02,1.26,0.27,0.06,0,0.01,28.89,16.69,26.91,4.5,0.67,5.52,0.98,0.01,0.01,2.56,porphyry,SSF,POT,0.31
S-494,3870.24,3833.86,4296.29,3870.24,3833.86,4296.29,0.08,0.01,1.45,0.08,0.65,0,0.01,36.08,8.09,24.76,15.65,0.95,2.86,0.94,0.04,1.5,2.57,porphyry,SSF,POT,0.22
S-495,1801.03,4344.51,4289.57,1801.03,4344.51,4289.57,0.44,0.02,0.61,0.14,0.02,0,0.01,25.86,10.29,21.37,5.41,0.55,5.07,1.13,0.02,0.04,2.59,porphyry,SSF,POT,0.25
S-496,4004.46,3945.72,4291.85,4004.46,3945.72,4291.85,0.28,0.02,0.79,0.11,0.52,0,0.01,32.79,6.77,25.78,11.8,0.77,3.02,1.89,0.01,0.05,2.56,porphyry,SSF,POT,0.19
S-497,3982.7,3896.51,4292.71,3982.7,3896.51,4292.71,0.19,0.02,1.1,0.09,1.18,0,0.01,20.47,5.39,25.19,8.93,1.12,2.77,0.58,0.03,0.07,2.57,porphyry,SSF,POT,0.22
S-498,1731.31,4156.58,4194.4,1731.31,4156.58,4194.4,0.44,0.02,1.01,0.11,0.39,0,0.01,22.52,14.7,43.72,6.33,0.87,4.88,1.75,0.02,0.08,2.54,porphyry,SSF,POT,0.27
S-499,2776.39,3963.51,4226.88,2776.39,3963.51,4226.88,0.14,0.02,1.65,0.43,0.55,0,0.01,24.89,19.37,31.05,2.84,1.36,4.64,1.95,0.14,2.18,2.67,breccia,PRI,POT,0.42
S-500,3087.26,4073.96,4380.77,3087.26,4073.96,4380.77,0.21,0.05,0.78,0.48,0.22,0,0.01,27.07,18.84,25.61,2.13,1.54,4.47,2.04,0,0.01,2.7,porphyry,PRI,POT,0.38
S-501,3603.56,3920.98,4286.53,3603.56,3920.98,4286.53,0.01,0,1.08,0.14,0.57,0,0.01,29.31,14.78,27.94,2.8,0.56,6.01,2.12,0.08,3.78,2.7,porphyry,PRI,POT,0.47
S-502,3404.77,4013.9,4277.44,3404.77,4013.9,4277.44,0.02,0,0.63,0.39,0.07,0,0.01,22.62,15.92,34.71,0.93,0.49,7.66,0.62,0.12,4.33,2.68,porphyry,PRI,POT,0.51
S-503,2913.68,4016.82,4345.95,2913.68,4016.82,4345.95,0.02,0,1.21,0.41,0.46,0,0.01,27.83,18.81,22.88,2.25,0.51,5.86,1.7,0.03,2.36,2.66,porphyry,PRI,POT,0.39
S-504,2785.92,3130.57,3674.34,2785.92,3130.57,3674.34,0.05,0,0.99,0.77,0.07,0,0.01,27.15,15.75,13.23,2.84,0.15,8.49,1.51,0.06,4.7,2.67,porphyry,PRI,POT,0.35
S-505,2784.98,3077.35,3587.34,2784.98,3077.35,3587.34,0.01,0,1.53,0.29,0.01,0,0.01,29.84,15.5,10.68,2.41,0.07,8.55,2.02,0.02,4.25,2.7,porphyry,PRI,POT,0.37
S-506,2783.16,3025.5,3497.22,2783.16,3025.5,3497.22,0.03,0,1.04,0.7,0.01,0,0.01,25.85,20.14,16.73,2.43,0.07,7.44,1.41,0.03,5.17,2.66,porphyry,PRI,POT,0.37
S-507,2969.6,3351.3,3651.11,2969.6,3351.3,3651.11,0.01,0,0.75,0.38,0.01,0,0.01,23.56,16.35,10.69,1.02,0.12,10.79,1.95,0.05,3.85,2.69,porphyry,PRI,POT,0.36
S-508,2913.03,3298.81,3749.51,2913.03,3298.81,3749.51,0.04,0,0.86,0.66,0.01,0,0.01,23.43,18.03,14.09,2.82,0.14,9.21,1.14,0.05,4.08,2.7,porphyry,PRI,POT,0.35
S-509,2785.6,3187.13,3761.6,2785.6,3187.13,3761.6,0.01,0.01,0.96,0.31,0.02,0,0.01,28.49,11.9,10.83,2.8,0.65,7.02,1.12,0.11,3.62,2.65,porphyry,PRI,POT,0.37
S-510,3391.06,3594.07,4039.52,3391.06,3594.07,4039.52,0.02,0,1.5,0.26,0.09,0,0.01,32.8,10.29,17.62,4.16,0.31,6.43,1.82,0.1,4.03,2.71,porphyry,PRI,POT,0.37
S-511,3399.65,3521.75,4028.22,3399.65,3521.75,4028.22,0.02,0,1.34,0.25,0.04,0,0.01,23.61,11.94,17.5,2.68,0.17,6.69,2.75,0.09,3.74,2.71,porphyry,PRI,POT,0.39
S-512,2884.91,3409.77,3843.07,2884.91,3409.77,3843.07,0.02,0,0.13,0.48,0.02,0,0.01,17.81,32.66,18.14,1.76,0.15,6.77,0.93,0.12,5.68,2.65,porphyry,PRI,POT,0.44
S-513,2879.44,3412.47,3657.27,2879.44,3412.47,3657.27,0.02,0,0.42,0.47,0.01,0,0.01,21.76,15.4,12.03,1.04,0.12,10.03,0.86,0.07,5.07,2.61,porphyry,PRI,POT,0.36
S-514,2784.08,3242.91,3846.98,2784.08,3242.91,3846.98,0.04,0.01,0.96,1.32,0.01,0,0.01,27.49,31.27,17.22,1.98,0.14,5.53,1.02,0.1,6.69,2.64,porphyry,PRI,POT,0.47
S-515,2955.83,3401.7,3844.15,2955.83,3401.7,3844.15,0.02,0,0.69,0.46,0.02,0,0.01,22.68,16.46,13.88,2.12,0.23,10.83,1.33,0.1,4.99,2.66,porphyry,PRI,POT,0.44
S-516,2733.55,3425.09,3832.24,2733.55,3425.09,3832.24,0.02,0,0.43,0.32,0.02,0,0.01,21.46,18.72,18.53,1.07,0.12,8.31,0.76,0.16,2.84,2.66,porphyry,PRI,POT,0.4
S-517,2731.8,3449.64,3756.13,2731.8,3449.64,3756.13,0.02,0.01,0.83,0.64,0.01,0,0.01,25.9,18.92,17.03,0.79,0.08,9.12,0.98,0.07,4.32,2.67,porphyry,PRI,POT,0.41
S-518,2484.38,3300.59,3884.56,2484.38,3300.59,3884.56,0.01,0.01,1.16,0.4,0.1,0,0.01,24.47,21.16,24.51,7.08,0.21,5.17,0.91,0.09,4.7,2.66,porphyry,PRI,POT,0.38
S-519,3053.45,4080.42,4439,3053.45,4080.42,4439,0.08,0.04,2.64,0.57,0.34,0,0.01,42.56,11.39,14.1,3.76,1.23,2.93,5.1,0.11,3.9,2.55,porphyry,PRI,POT,0.37
S-520,2634.89,3347.93,3804.54,2634.89,3347.93,3804.54,0.01,0.01,0.81,0.45,0.01,0,0.01,26.5,18.61,18.16,3.34,0.26,6.17,1.17,0.1,4.5,2.67,porphyry,PRI,POT,0.37
S-521,2435.13,3393.01,3854.78,2435.13,3393.01,3854.78,0.01,0.01,0.83,0.58,0.04,0,0.01,30.09,19.99,25.36,3.97,0.28,5.25,0.56,0.07,4.3,2.67,porphyry,PRI,POT,0.44
S-522,2585.71,3354.24,3794.22,2585.71,3354.24,3794.22,0.01,0,1.33,0.19,0.01,0,0.01,26.34,12.6,27.47,3.55,0.42,6.32,0.53,0.14,4.43,2.67,porphyry,PRI,POT,0.31
S-523,3626.48,3962.47,4299.84,3626.48,3962.47,4299.84,0.01,0,1.83,0.09,0.09,0,0.01,37.97,15.2,21.76,4.17,1.05,3.19,2.19,0.1,5.04,2.57,porphyry,PRI,POT,0.49
S-524,3555.37,4010.41,4329.44,3555.37,4010.41,4329.44,0.03,0.02,1.55,0.24,0.54,0,0.01,31.1,13.54,25.88,7.97,0.88,4.11,1.47,0.06,5.07,2.57,porphyry,PRI,POT,0.41
S-525,2860.09,3387.46,3793.25,2860.09,3387.46,3793.25,0.02,0.01,0.38,1.3,0.01,0,0.01,17.31,25.36,31.09,2.66,0.19,4.54,0.83,0.04,13.13,2.56,porphyry,PRI,POT,0.4
S-526,2871.65,3262.45,3842.5,2871.65,3262.45,3842.5,0.01,0.02,0.6,0.63,0.01,0,0.01,23.56,17.69,20.4,5.26,0.3,5.5,1.52,0.06,5.93,2.66,porphyry,PRI,POT,0.37
S-527,2684.02,3356.58,3804.6,2684.02,3356.58,3804.6,0.02,0,0.8,0.56,0.01,0,0.01,25.53,23.73,18.5,3.16,0.16,4.63,0.89,0.06,4.76,2.67,porphyry,PRI,POT,0.43
S-528,3538.04,3943.94,4268.7,3538.04,3943.94,4268.7,0.02,0,1.4,0.13,0.04,0,0.01,30.55,12.82,31.91,1.29,0.53,4.5,1.1,0.09,3.15,2.71,porphyry,PRI,POT,0.41
S-529,3488.77,4022.65,4300.19,3488.77,4022.65,4300.19,0.03,0.01,1.86,0.06,0.11,0,0.01,30.79,15.68,25.94,3.92,0.72,4.31,1.42,0.09,3.29,,porphyry,PRI,POT,0.49
S-530,3488.34,4028.83,4343.75,3488.34,4028.83,4343.75,0.02,0.01,1.35,0.64,0.07,0,0.01,31.73,16.95,24.18,2.63,0.78,5.99,1.56,0.08,4.68,2.7,porphyry,PRI,POT,0.47
S-531,2750.7,3385.02,3797.59,2750.7,3385.02,3797.59,0.03,0,0.36,1.16,0,0,0.01,27.97,32.31,21.94,1.72,0.14,5,0.36,0.04,1.22,2.62,porphyry,PRI,POT,0.48
S-532,2620.22,3287.32,3813.93,2620.22,3287.32,3813.93,0.03,0,1.01,0.7,0.01,0,0.01,25.64,18.53,17.94,3.09,0.32,6.66,0.75,0.13,3.21,2.66,porphyry,PRI,POT,0.39
S-533,3295.95,3403.11,4122.54,3295.95,3403.11,4122.54,0,0,1.35,0,0.32,0,0.01,26.48,6.03,19.01,12.26,0.39,5.98,1.64,0.07,3.54,2.71,porphyry,PRI,POT,0.34
S-534,2899.7,3385.03,3807.8,2899.7,3385.03,3807.8,0.02,0,0.65,1.52,0,0,0.01,26.96,17.78,15.38,4.87,0.33,5.85,1.45,0.01,3.78,2.7,porphyry,PRI,POT,0.44
S-535,2738.37,3357.72,3808.22,2738.37,3357.72,3808.22,0,0,0.3,0.39,0.05,0,0.01,27.42,34.37,23.25,2.29,0.16,4.16,0.27,0.06,0.87,2.61,porphyry,PRI,POT,0.49
S-536,3307.54,3651.61,4118.94,3307.54,3651.61,4118.94,0.01,0,1.57,0.56,0.01,0,0.01,32.92,21.48,18.26,6.06,0.68,3.8,0.84,0.05,4.89,2.67,porphyry,PRI,POT,0.41
S-537,3200.02,3625.77,4112.93,3200.02,3625.77,4112.93,0.01,0,1.27,0.45,0.05,0,0.01,28.09,17.64,17.28,3.73,0.57,4.92,1.12,0.07,4.2,2.68,porphyry,PRI,POT,0.51
S-538,2588.56,3312.25,3843.61,2588.56,3312.25,3843.61,0.01,0,1.35,0.79,0.02,0,0.01,24.68,16.8,21.98,3.74,0.12,7.28,0.93,0.08,3.03,2.67,porphyry,PRI,POT,0.43
S-539,2767.66,3958.64,4201.8,2767.66,3958.64,4201.8,0.01,0,0.64,0.09,0.39,0,0.01,22.23,16.25,23.07,3,0.4,6,0.94,0.08,3.63,2.66,porphyry,PRI,POT,0.37
S-540,2767.66,3958.64,4201.8,2767.66,3958.64,4201.8,0.01,0,0.95,0.15,0.24,0,0.01,22.42,15.15,22.66,3.02,0.41,5.94,1.07,0.11,3.55,2.64,porphyry,PRI,POT,0.4
S-541,3407.24,3991.76,4236.06,3407.24,3991.76,4236.06,0,0,0.84,0.34,0,0,0.01,25.13,15.76,34.98,1.46,0.39,6.25,0.59,0.06,3.91,2.63,porphyry,PRI,POT,0.5
S-542,3329.51,3547.57,4119.99,3329.51,3547.57,4119.99,0.03,0.01,1.7,0.23,0.02,0,0.01,30.27,17.06,17.55,5.82,0.53,3.91,1.47,0.07,2,2.66,porphyry,PRI,POT,0.46
S-543,2920.38,3966.8,4277.56,2920.38,3966.8,4277.56,0.01,0,1.04,0.2,0.75,0,0.01,23.31,16.8,20.2,2.23,0.63,5.81,1.21,0.04,1.3,2.66,porphyry,PRI,POT,0.38
S-544,2630.76,3614.45,4005.69,2630.76,3614.45,4005.69,0.06,0.01,0.98,0.28,0.16,0,0.01,27.54,14.87,24.96,5.65,0.87,6.11,0.7,0.08,5.43,2.68,porphyry,PRI,POT,0.36
